Resultado da Mega-sena - http://www1.caixa.gov.br/loterias/_arquivos/loterias/D_megase.zip



Concurso	Data Sorteio	1ª Dezena	2ª Dezena	3ª Dezena	4ª Dezena	5ª Dezena	6ª Dezena	Arrecadacao_Total	Ganhadores_Sena	Cidade	UF	Rateio_Sena	Ganhadores_Quina	Rateio_Quina	Ganhadores_Quadra	Rateio_Quadra	Acumulado	Valor_Acumulado	Estimativa_Prêmio	Acumulado_Mega_da_Virada
1570	01/02/2014	18	46	42	15	56	24	50.851.026,00	0	 	 	0,00	225	13.231,54	11903	357,30	SIM	27.112.310,39	34.000.000,00	4.863.444,93
1571	05/02/2014	46	60	55	32	03	29	61.530.392,00	0	 	 	0,00	176	20.467,75	11857	434,02	SIM	33.748.171,78	41.000.000,00	5.811.425,14
1572	08/02/2014	46	42	27	45	20	47	74.221.658,00	0	 	 	0,00	93	46.724,09	11613	534,54	SIM	41.752.746,75	50.000.000,00	6.954.935,86
1573	12/02/2014	07	16	36	35	38	21	90.658.778,00	0	 	 	0,00	230	23.076,78	19015	398,75	SIM	51.530.013,98	62.000.000,00	8.351.688,34
1574	15/02/2014	06	28	33	48	46	27	112.259.582,00	0	 	 	0,00	459	14.318,71	29794	315,12	SIM	90.042.313,82	105.000.000,00	10.081.237,88
1575	19/02/2014	01	05	04	45	14	56	199.000.534,00	1	SANTA BÁRBARA DOESTE	SP	111.503.902,49	709	16.432,41	42590	390,78	NÃO	0,00	3.000.000,00	13.147.179,13
1576	22/02/2014	26	30	21	15	13	46	31.962.026,00	0	 	 	0,00	88	21.264,00	5886	454,16	SIM	3.447.005,08	7.000.000,00	13.639.608,44
1577	26/02/2014	25	32	11	59	51	14	38.505.670,00	1	RIO DE JANEIRO	RJ	7.599.721,82	86	26.213,16	6004	536,38	NÃO	0,00	2.500.000,00	14.232.853,70
1578	01/03/2014	06	53	56	30	37	03	30.707.654,00	0	 	 	0,00	107	16.801,81	6347	404,64	SIM	3.311.724,97	5.000.000,00	14.705.957,28
1579	05/03/2014	34	25	40	51	60	49	18.758.424,00	0	 	 	0,00	23	47.748,72	2180	719,67	SIM	26.955.151,45	33.000.000,00	14.994.962,69
1580	08/03/2014	01	06	14	17	33	36	61.173.162,00	2	RIO DE JANEIRO	RJ	16.776.243,36	378	9.474,63	20400	250,79	NÃO	0,00	2.500.000,00	15.937.439,15
SÃO PAULO	SP
1581	12/03/2014	31	34	15	14	25	30	28.876.606,00	0	 	 	0,00	41	41.234,00	4202	574,75	SIM	3.114.252,13	7.000.000,00	16.382.332,33
1582	15/03/2014	04	17	01	48	13	38	39.218.778,00	1	SÃO PAULO	SP	7.343.875,35	125	18.368,65	10807	303,51	NÃO	0,00	3.000.000,00	16.986.564,23
1583	19/03/2014	18	02	09	47	17	45	28.248.848,00	0	 	 	0,00	130	12.721,86	7907	298,80	SIM	3.046.550,39	6.500.000,00	17.421.785,73
1584	22/03/2014	27	54	28	50	22	03	37.223.782,00	0	 	 	0,00	97	22.466,84	7379	421,90	SIM	20.262.421,25	25.000.000,00	17.995.281,33
1585	26/03/2014	55	47	43	48	49	02	50.415.508,00	0	 	 	0,00	103	28.656,30	8235	512,03	SIM	25.699.576,97	33.000.000,00	18.772.017,88
1586	29/03/2014	47	58	08	43	39	46	64.188.188,00	0	 	 	0,00	150	25.052,84	10556	508,57	SIM	32.622.073,40	40.000.000,00	19.760.945,96
1587	02/04/2014	08	21	19	30	52	56	77.113.964,00	0	 	 	0,00	179	25.221,63	12440	518,45	SIM	40.938.574,57	50.000.000,00	20.949.017,56
1588	05/04/2014	36	29	23	49	32	45	94.071.416,00	2	UBERLÂNDIA	MG	25.541.942,10	353	15.601,86	21216	370,84	NÃO	0,00	2.500.000,00	22.398.347,52
SÃO PAULO	SP
1589	09/04/2014	11	41	51	05	19	04	28.925.144,00	0	 	 	0,00	87	19.464,78	7815	309,55	SIM	24.453.798,07	30.000.000,00	22.843.988,51
1590	12/04/2014	40	07	44	55	34	20	57.663.666,00	0	 	 	0,00	89	37.931,98	8050	599,10	SIM	30.672.645,09	38.000.000,00	23.732.395,24
1591	16/04/2014	04	23	55	10	38	33	64.477.166,00	1	FIGUEIRÃO	MS	37.626.306,90	278	13.578,58	16180	333,29	NÃO	0,00	2.000.000,00	24.725.775,52
1592	19/04/2014	41	49	36	42	31	38	22.560.202,00	0	 	 	0,00	23	57.425,97	2341	806,00	SIM	2.433.047,61	5.000.000,00	25.073.353,76
1593	23/04/2014	04	17	38	09	18	21	26.206.082,00	1	RESTINGA	SP	5.259.292,04	136	11.281,23	8689	252,24	NÃO	0,00	3.000.000,00	25.477.102,98
1594	26/04/2014	53	43	23	06	07	08	29.964.214,00	0	 	 	0,00	71	24.708,01	6341	395,22	SIM	16.848.508,95	22.000.000,00	25.938.752,61
1595	30/04/2014	59	05	42	08	46	02	47.317.026,00	2	RIBEIRÃO PRETO	SP	10.975.751,52	236	11.738,12	12387	319,48	NÃO	0,00	2.000.000,00	26.667.751,78
RIBEIRÃO PRETO	SP
1596	03/05/2014	05	12	01	07	45	10	26.213.024,00	1	Curitiba	PR	2.826.993,10	380	4.038,56	16970	129,19	NÃO	0,00	3.000.000,00	27.071.607,95
1597	07/05/2014	16	52	05	44	10	50	28.151.542,00	0	 	 	0,00	57	28.914,82	5638	417,61	SIM	3.036.056,24	7.000.000,00	27.505.330,29
1598	10/05/2014	36	47	42	29	53	31	36.850.340,00	0	 	 	0,00	121	17.829,91	6776	454,84	SIM	7.010.250,78	12.000.000,00	28.073.072,37
1599	14/05/2014	35	10	15	58	36	03	45.177.182,50	1	LOANDA	PR	11.882.469,39	135	19.591,99	8922	423,49	NÃO	0,00	18.000.000,00	28.769.103,61
1600	17/05/2014	09	46	23	32	35	57	49.128.762,50	1	PETRÓPOLIS	RJ	17.751.928,34	110	26.147,87	8443	486,66	NÃO	0,00	2.500.000,00	29.526.015,66
1601	21/05/2014	60	24	56	45	10	08	29.281.317,50	0	 	 	0,00	90	19.047,65	5373	455,79	SIM	3.157.899,01	7.000.000,00	29.977.144,11
1602	24/05/2014	08	44	40	35	22	12	37.687.595,00	1	RIO DE JANEIRO	RJ	7.222.388,90	69	31.977,36	6039	521,94	NÃO	0,00	3.000.000,00	30.557.785,55
1603	28/05/2014	13	53	20	31	60	27	27.860.697,50	0	 	 	0,00	64	25.486,21	4652	500,89	SIM	3.004.689,56	7.000.000,00	30.987.026,93
1604	31/05/2014	21	40	51	27	24	02	37.083.880,00	0	 	 	0,00	62	35.017,62	5333	581,57	SIM	19.276.829,60	25.000.000,00	31.558.367,10
1605	04/06/2014	42	30	09	19	31	21	51.385.750,00	0	 	 	0,00	87	34.579,33	6694	642,02	SIM	24.818.622,91	32.000.000,00	32.350.051,87
1606	07/06/2014	54	01	15	37	46	42	62.873.125,00	1	MACAÍBA	RN	31.599.293,88	101	36.444,91	9327	563,79	NÃO	0,00	3.000.000,00	33.318.719,17
1607	11/06/2014	32	41	51	07	31	52	28.443.640,00	0	 	 	0,00	91	18.299,40	2820	843,58	SIM	3.067.558,10	7.000.000,00	33.756.941,77
1608	14/06/2014	06	43	17	05	54	59	34.318.150,00	0	 	 	0,00	79	25.432,55	5998	478,53	SIM	6.768.663,83	11.000.000,00	34.285.671,16
1609	18/06/2014	02	26	06	13	53	60	35.454.782,50	0	 	 	0,00	140	14.826,54	8573	345,88	SIM	24.995.950,53	30.000.000,00	34.831.912,32
1610	21/06/2014	36	53	35	09	01	04	46.116.617,50	0	 	 	0,00	173	15.606,46	9626	400,68	SIM	29.969.484,28	36.000.000,00	35.542.417,17
1611	25/06/2014	24	51	50	28	58	47	53.147.042,50	0	 	 	0,00	97	32.077,50	6367	698,13	SIM	35.701.227,50	43.000.000,00	36.361.237,63
1612	28/06/2014	17	51	36	06	42	13	64.669.627,50	2	FEIRA DE SANTANA	BA	21.337.822,84	261	14.506,18	16822	321,52	NÃO	0,00	3.000.000,00	37.357.583,11
RIO DE JANEIRO	RJ
1613	02/07/2014	31	18	04	46	44	49	28.863.410,00	0	 	 	0,00	103	16.406,04	5801	416,14	SIM	3.112.828,98	7.000.000,00	37.802.272,98
1614	05/07/2014	49	27	43	17	14	21	35.231.515,00	1	SÃO PAULO	SP	6.912.438,29	149	13.843,25	7458	395,09	NÃO	0,00	20.000.000,00	38.345.074,33
1615	09/07/2014	26	20	05	44	33	31	36.732.132,50	0	 	 	0,00	71	30.288,72	5701	538,87	SIM	19.419.358,68	25.000.000,00	38.910.995,23
1616	12/07/2014	46	40	58	31	28	42	53.955.980,00	0	 	 	0,00	185	17.075,01	6475	696,93	SIM	25.238.343,30	32.000.000,00	39.742.278,76
1617	16/07/2014	23	31	47	54	03	26	64.104.445,00	2	UBERLÂNDIA	MG	16.075.904,16	265	14.162,36	13116	408,77	NÃO	0,00	3.000.000,00	40.729.916,63
SANTO ANDRÉ	SP
1618	19/07/2014	09	51	20	24	52	43	31.533.535,00	1	FLORESTA	PR	3.400.793,67	32	57.692,04	3161	834,34	NÃO	0,00	3.000.000,00	41.215.744,32
1619	23/07/2014	46	17	05	42	47	08	28.901.780,00	0	 	 	0,00	92	18.392,04	7438	324,98	SIM	17.707.151,21	22.000.000,00	41.661.025,35
1620	26/07/2014	57	23	38	13	34	27	49.002.217,50	0	 	 	0,00	136	21.094,54	9539	429,64	SIM	22.991.887,94	28.000.000,00	42.415.987,76
1621	30/07/2014	24	22	38	49	10	39	58.301.500,00	1	PORTO ALEGRE	RS	29.279.523,38	81	42.139,35	6823	714,66	NÃO	0,00	3.000.000,00	43.314.221,40
1622	02/08/2014	21	07	05	53	45	04	32.853.480,00	0	 	 	0,00	107	17.975,91	7833	350,79	SIM	3.543.145,63	6.500.000,00	43.820.385,08
1623	05/08/2014	33	56	59	43	50	49	21.984.847,50	0	 	 	0,00	28	45.968,32	1825	1.007,52	SIM	5.914.143,04	10.000.000,00	44.159.099,02
1624	07/08/2014	32	02	27	47	58	41	35.299.480,00	0	 	 	0,00	76	27.192,42	4576	645,17	SIM	23.105.539,15	28.000.000,00	44.702.947,47
1625	09/08/2014	45	11	22	52	36	40	50.855.782,50	0	 	 	0,00	77	38.667,21	6419	662,62	SIM	28.590.177,11	35.000.000,00	45.486.467,18
1626	13/08/2014	03	52	05	43	35	14	66.467.267,50	0	 	 	0,00	158	24.628,84	12451	446,47	SIM	35.758.465,17	44.000.000,00	46.510.508,34
1627	16/08/2014	26	57	20	32	45	41	79.577.270,00	1	DORES DO INDAIÁ	MG	44.340.626,24	130	35.837,60	9306	715,18	NÃO	0,00	3.000.000,00	47.736.531,37
1628	20/08/2014	38	26	60	34	29	50	29.613.752,50	0	 	 	0,00	36	48.159,74	2795	886,14	SIM	3.193.751,09	6.600.000,00	48.192.781,54
1629	23/08/2014	47	20	35	04	59	24	38.217.960,00	0	 	 	0,00	92	24.320,52	5701	560,67	SIM	25.261.484,27	33.000.000,00	48.781.594,15
1630	27/08/2014	30	43	07	44	01	54	54.407.152,50	0	 	 	0,00	81	39.324,58	6412	709,67	SIM	31.129.126,44	38.000.000,00	49.619.828,76
1631	30/08/2014	47	48	44	60	04	29	64.241.047,50	0	 	 	0,00	140	26.864,44	9659	556,25	SIM	38.057.323,60	46.000.000,00	50.609.571,23
1632	03/09/2014	18	56	27	06	24	59	80.793.170,00	1	Ribeirão Preto	SP	46.770.615,69	244	19.385,55	16339	413,56	NÃO	0,00	3.000.000,00	51.854.327,26
1633	06/09/2014	02	11	49	13	36	01	31.510.497,50	0	 	 	0,00	99	18.634,31	7430	354,70	SIM	3.398.309,14	7.000.000,00	52.339.800,01
1634	10/09/2014	44	09	33	10	23	51	34.001.840,00	1	Curitiba	PR	7.065.301,82	110	18.096,85	6257	454,49	NÃO	0,00	22.000.000,00	52.863.656,12
1635	13/09/2014	30	32	51	08	28	23	47.876.382,50	0	 	 	0,00	112	25.026,29	6874	582,51	SIM	23.124.391,25	30.000.000,00	53.601.273,12
1636	17/09/2014	33	19	52	51	35	26	59.395.800,00	0	 	 	0,00	90	38.637,27	8474	586,22	SIM	29.530.043,53	37.000.000,00	54.516.366,32
1637	20/09/2014	05	56	24	55	01	47	69.148.332,50	0	 	 	0,00	144	28.113,34	11489	503,37	SIM	36.987.476,12	45.000.000,00	55.581.713,86
1638	24/09/2014	38	02	42	58	41	01	84.454.425,00	0	 	 	0,00	143	34.576,39	9363	754,40	SIM	46.095.623,18	55.000.000,00	56.882.877,73
1639	27/09/2014	35	51	34	49	16	29	100.622.977,50	2	COLATINA	ES	28.473.749,18	228	25.837,80	13321	631,76	NÃO	0,00	30.000.000,00	58.433.145,63
CAMPO GRANDE	MS
1640	01/10/2014	06	18	46	23	31	02	53.430.132,50	2	BARRA DO PIRAÍ	RJ	15.134.013,55	253	12.364,00	12809	348,87	NÃO	0,00	3.000.000,00	59.256.327,59
SÃO PAULO	SP
1641	04/10/2014	51	30	29	33	46	23	34.136.607,50	0	 	 	0,00	47	42.522,20	4951	576,66	SIM	3.681.526,94	8.000.000,00	59.782.260,02
1642	08/10/2014	47	03	43	42	60	23	37.375.397,50	0	 	 	0,00	53	41.286,03	5355	583,74	SIM	7.712.347,30	12.500.000,00	60.358.091,51
1643	11/10/2014	19	20	16	60	28	37	46.233.842,50	0	 	 	0,00	60	45.113,02	5152	750,54	SIM	12.698.523,41	18.500.000,00	61.070.402,39
1644	15/10/2014	10	16	34	13	60	22	48.585.737,50	0	 	 	0,00	92	30.918,20	8884	457,39	SIM	32.835.875,18	40.000.000,00	61.818.948,22
1645	18/10/2014	31	37	21	38	08	18	68.325.217,50	0	 	 	0,00	137	29.198,03	8400	680,29	SIM	40.204.537,38	50.000.000,00	62.871.614,25
1646	22/10/2014	34	23	41	19	40	58	85.472.367,50	0	 	 	0,00	126	39.714,43	10700	668,09	SIM	49.422.466,37	60.000.000,00	64.188.461,26
1647	25/10/2014	38	54	23	12	17	53	107.816.610,00	1	TOBIAS BARRETO	SE	61.050.152,43	259	24.371,32	20655	436,57	NÃO	0,00	3.000.000,00	65.849.559,29
1648	29/10/2014	48	18	15	22	20	16	29.647.770,00	0	 	 	0,00	98	17.711,66	5545	447,18	SIM	3.197.419,78	7.000.000,00	66.306.333,55
1649	01/11/2014	54	33	24	44	38	42	40.355.072,50	0	 	 	0,00	99	23.864,71	7522	448,70	SIM	30.029.733,19	37.000.000,00	66.928.072,00
1650	05/11/2014	23	57	29	17	60	38	63.974.315,00	0	 	 	0,00	133	28.160,94	10962	488,10	SIM	36.929.164,09	45.000.000,00	67.913.704,99
1651	08/11/2014	27	44	08	35	38	41	78.923.522,50	0	 	 	0,00	145	31.866,30	12024	548,97	SIM	45.440.820,51	55.000.000,00	69.129.655,92
1652	12/11/2014	44	28	24	57	07	26	97.593.625,00	0	 	 	0,00	391	14.612,95	22215	367,42	SIM	55.965.989,43	67.000.000,00	70.633.251,50
1653	14/11/2014	45	22	27	21	01	32	90.229.207,50	0	 	 	0,00	134	39.421,72	12071	625,17	SIM	65.696.928,82	80.000.000,00	72.023.385,71
1654	19/11/2014	50	33	42	07	58	16	147.750.745,00	0	 	 	0,00	249	34.739,50	19592	630,73	SIM	114.066.712,47	135.000.000,00	74.299.736,91
1655	22/11/2014	56	46	07	24	28	53	197.023.822,50	2	CIANORTE	PR	67.657.559,48	704	16.384,73	39616	415,95	NÃO	0,00	2.500.000,00	77.335.223,56
RIO DE JANEIRO	RJ
1656	26/11/2014	06	04	43	54	56	11	32.788.810,00	0	 	 	0,00	55	34.902,47	5037	544,43	SIM	3.536.171,17	7.500.000,00	77.840.390,89
1657	29/11/2014	10	54	37	45	14	07	44.510.372,50	1	BURITAMA	SP	8.336.476,39	170	15.328,71	9969	373,42	NÃO	0,00	3.000.000,00	78.526.148,80
1658	03/12/2014	07	40	19	49	11	23	34.755.275,00	1	RIO DE JANEIRO	RJ	3.748.248,31	110	18.497,85	7011	414,60	NÃO	0,00	3.000.000,00	79.061.612,86
1659	06/12/2014	20	33	37	49	04	10	37.221.940,00	0	 	 	0,00	95	22.938,69	6810	457,13	SIM	27.489.780,03	34.000.000,00	79.635.080,08
1660	10/12/2014	17	38	42	51	34	08	57.018.440,00	1	BARRA DO PIRAÍ	RJ	33.639.041,43	218	15.312,71	11526	413,74	NÃO	0,00	3.000.000,00	80.513.546,01
1661	13/12/2014	16	48	43	27	58	13	35.958.550,00	0	 	 	0,00	70	30.074,43	6712	448,06	SIM	3.878.017,77	8.000.000,00	81.067.548,55
1662	17/12/2014	57	10	25	14	33	29	39.656.610,00	2	BRASÍLIA	DF	4.077.429,91	160	14.510,72	8641	383,83	NÃO	0,00	3.000.000,00	81.678.526,00
GUARANIAÇU	PR
1663	20/12/2014	20	27	49	40	55	18	34.975.062,50	0	 	 	0,00	28	73.129,68	3524	830,07	SIM	3.771.951,70	8.000.000,00	82.217.376,25
1664	24/12/2014	48	08	21	36	23	29	39.145.840,00	1	RECIFE	PE	7.993.708,78	131	17.494,74	8211	398,73	NÃO	0,00	240.000.000,00	0,00
1665	31/12/2014	20	11	16	01	56	05	871.318.160,00	4	BRASÍLIA	DF	65.823.888,16	2581	19.764,32	168546	432,36	NÃO	0,00	3.000.000,00	0,00
SANTA RITA DO TRIVELATO	MT
SÃO PAULO	SP
SÃO PAULO	SP
1666	03/01/2015	51	27	01	23	45	02	21.277.950,00	0	 	 	0,00	82	15.191,80	5042	352,95	SIM	2.294.760,72	5.000.000,00	327.822,98
1667	07/01/2015	51	24	56	07	12	44	33.084.067,50	1	VILA VELHA	ES	5.862.774,49	143	13.544,91	7934	348,75	NÃO	0,00	3.000.000,00	837.539,25
1668	10/01/2015	47	40	55	57	52	05	32.118.302,50	0	 	 	0,00	42	44.770,97	3171	847,13	SIM	3.463.859,02	7.500.000,00	1.332.376,26
1669	14/01/2015	29	28	31	48	45	49	36.129.242,50	0	 	 	0,00	54	39.170,42	3941	766,73	SIM	15.671.923,10	20.000.000,00	1.889.008,61
1670	17/01/2015	01	33	30	17	47	19	50.271.037,50	0	 	 	0,00	132	22.296,52	10142	414,56	SIM	21.093.498,13	27.000.000,00	2.663.519,33
1671	21/01/2015	21	31	56	55	45	27	52.997.997,50	0	 	 	0,00	71	43.701,29	5343	829,60	SIM	26.809.167,31	34.000.000,00	3.480.043,52
1672	24/01/2015	20	10	01	05	42	03	61.771.235,00	1	SOROCABA	SP	33.471.002,88	566	6.389,44	28440	181,65	NÃO	0,00	3.000.000,00	4.431.734,33
1673	28/01/2015	35	10	47	05	24	23	29.731.450,00	0	 	 	0,00	97	17.944,76	7613	326,62	SIM	3.206.444,40	7.500.000,00	4.889.797,83
1674	31/01/2015	42	59	30	58	50	22	39.749.837,50	0	 	 	0,00	49	47.493,31	2994	1.110,39	SIM	23.391.433,62	30.000.000,00	5.502.211,59
1675	04/02/2015	36	03	35	56	18	34	55.279.070,00	1	JUNDIAÍ	SP	29.353.109,38	139	23.283,01	10903	424,04	NÃO	0,00	3.000.000,00	6.353.879,57
1676	07/02/2015	02	01	37	51	48	11	32.091.407,50	0	 	 	0,00	46	40.843,61	4406	609,17	SIM	3.460.958,48	7.000.000,00	6.848.302,23
1677	11/02/2015	52	33	15	28	51	10	36.118.037,50	2	PARÁ DE MINAS	MG	3.678.088,24	154	13.730,83	7597	397,62	NÃO	0,00	3.000.000,00	7.404.761,96
SÃO PAULO	SP
1678	14/02/2015	35	52	17	19	09	11	31.537.917,50	0	 	 	0,00	111	16.634,25	6955	379,25	SIM	3.401.266,30	6.000.000,00	7.890.657,16
1679	18/02/2015	28	02	01	46	27	47	19.905.830,00	1	Curitiba	PR	5.548.048,14	35	33.297,02	3289	506,18	NÃO	0,00	15.000.000,00	8.197.340,29
1680	21/02/2015	37	46	47	51	23	38	43.477.555,00	1	PORTO ALEGRE	RS	16.547.485,01	298	8.541,66	5821	624,68	NÃO	0,00	3.000.000,00	8.867.185,88
1681	25/02/2015	01	33	08	11	06	50	28.112.362,50	1	SÃO PAULO	SP	3.031.830,86	90	18.287,23	6663	352,87	NÃO	0,00	3.000.000,00	9.300.304,58
1682	28/02/2015	13	39	51	37	35	07	30.538.312,50	0	 	 	0,00	201	8.894,93	8761	291,53	SIM	3.293.462,01	7.000.000,00	9.770.799,18
1683	04/03/2015	48	04	12	34	32	33	36.221.137,50	1	SANTO ANDRÉ	SP	7.199.799,02	80	26.507,29	6925	437,45	NÃO	0,00	3.000.000,00	10.328.847,34
1684	07/03/2015	09	12	31	50	18	39	32.477.135,00	0	 	 	0,00	49	38.803,85	4143	655,62	SIM	15.082.796,62	20.000.000,00	10.829.212,77
1685	11/03/2015	39	46	18	51	31	03	49.359.462,50	0	 	 	0,00	134	21.565,46	7584	544,33	SIM	20.406.061,12	26.000.000,00	11.589.679,15
1686	14/03/2015	44	37	09	55	14	46	59.111.810,00	3	SANTA TERESA	ES	8.927.028,65	117	29.578,87	8999	549,38	NÃO	0,00	3.000.000,00	12.500.397,00
IBIUNA	SP
SERTÃOZINHO	SP
1687	18/03/2015	15	58	24	37	46	49	29.437.405,00	1	RECIFE	PE	3.174.732,56	75	22.979,02	4522	544,45	NÃO	0,00	3.000.000,00	12.953.930,24
1688	21/03/2015	18	23	42	56	32	30	31.473.995,00	0	 	 	0,00	47	39.205,52	4355	604,44	SIM	3.394.372,46	7.000.000,00	13.438.840,61
1689	25/03/2015	41	02	53	05	13	27	35.477.090,00	2	REDENÇÃO	PA	3.610.233,13	185	11.227,15	9634	307,98	NÃO	0,00	19.000.000,00	13.985.425,45
SÃO PAULO	SP
1690	28/03/2015	24	45	53	35	26	21	45.880.452,50	0	 	 	0,00	63	42.636,38	5708	672,26	SIM	18.835.399,50	25.000.000,00	14.692.291,77
1691	01/04/2015	39	45	58	10	01	24	53.645.920,00	0	 	 	0,00	145	21.660,17	9387	477,97	SIM	24.620.945,12	32.000.000,00	15.518.798,30
1692	04/04/2015	44	56	13	14	27	11	52.625.212,50	0	 	 	0,00	180	17.116,48	12447	353,60	SIM	30.296.410,60	38.000.000,00	16.329.579,10
1693	08/04/2015	19	18	38	05	21	15	68.053.730,00	0	 	 	0,00	178	22.383,35	13997	406,64	SIM	37.635.793,70	46.000.000,00	17.378.062,41
1694	11/04/2015	34	29	20	37	57	45	85.939.430,00	1	TOLEDO	PR	46.904.093,93	348	14.457,94	10854	662,21	NÃO	0,00	25.000.000,00	18.702.105,32
1695	15/04/2015	36	43	38	24	58	44	48.540.870,00	0	 	 	0,00	128	22.201,93	8910	455,64	SIM	25.988.372,92	33.000.000,00	19.449.959,88
1696	18/04/2015	12	01	31	37	17	46	64.179.532,50	1	DIAMANTINA	MG	32.909.935,88	135	27.832,74	9824	546,39	NÃO	0,00	3.000.000,00	20.438.754,61
1697	22/04/2015	08	30	23	51	53	58	25.022.142,50	0	 	 	0,00	62	23.627,94	3593	582,45	SIM	2.698.560,23	6.000.000,00	20.824.263,23
1698	25/04/2015	24	44	28	13	45	11	37.797.410,00	0	 	 	0,00	132	16.764,14	8869	356,43	SIM	6.774.893,33	11.000.000,00	21.406.596,54
1699	29/04/2015	01	10	30	33	38	06	41.964.382,50	0	 	 	0,00	189	12.999,07	9424	372,42	SIM	26.045.125,94	33.000.000,00	22.053.129,14
1700	02/05/2015	58	41	48	50	15	18	50.524.517,50	1	CAMBUCI	RJ	31.494.038,01	65	45.507,40	5380	785,44	NÃO	0,00	2.500.000,00	22.831.545,17
1701	05/05/2015	09	03	18	40	32	56	18.715.640,00	1	RIBEIRA DO POMBAL	BA	2.018.423,55	59	18.571,45	3328	470,34	NÃO	0,00	2.000.000,00	23.119.891,41
1702	07/05/2015	39	52	17	35	19	33	25.567.425,00	1	ARAPIRACA	AL	2.757.367,25	139	10.768,76	5963	358,60	NÃO	0,00	3.000.000,00	23.513.801,04
1703	09/05/2015	49	03	35	39	23	26	29.544.590,00	0	 	 	0,00	75	23.062,69	4451	555,15	SIM	3.186.292,13	7.000.000,00	23.968.985,63
1704	13/05/2015	11	07	59	51	32	01	35.585.577,50	0	 	 	0,00	74	28.153,70	6399	465,11	SIM	17.866.181,80	23.000.000,00	24.517.241,91
1705	16/05/2015	50	37	51	27	29	25	53.402.397,50	0	 	 	0,00	60	52.107,79	6095	732,79	SIM	23.625.464,27	30.000.000,00	25.339.996,57
1706	20/05/2015	12	31	34	48	36	56	58.536.962,50	1	CAMPO GRANDE	MS	29.938.493,60	136	25.199,07	10756	455,17	NÃO	0,00	3.000.000,00	26.241.857,93
1707	23/05/2015	36	27	20	07	16	52	29.751.635,00	0	 	 	0,00	65	26.797,28	4048	614,70	SIM	3.208.621,29	6.500.000,00	26.700.232,41
1708	27/05/2015	38	50	29	45	17	32	37.147.638,50	0	 	 	0,00	72	30.205,91	4174	744,34	SIM	7.214.878,56	12.000.000,00	27.272.554,89
1709	30/05/2015	30	07	47	35	19	42	46.378.374,00	0	 	 	0,00	102	26.620,03	6499	596,84	SIM	27.483.984,27	33.000.000,00	27.987.092,53
1710	03/06/2015	59	56	07	28	21	58	61.393.629,50	0	 	 	0,00	90	39.936,87	6845	750,14	SIM	34.105.096,25	42.000.000,00	28.932.965,69
1711	06/06/2015	38	22	50	45	26	39	65.167.424,00	0	 	 	0,00	85	44.885,37	6112	891,74	SIM	41.133.200,24	50.000.000,00	29.936.980,56
1712	10/06/2015	50	19	59	02	29	12	91.459.522,00	0	 	 	0,00	169	31.683,66	9443	810,05	SIM	50.996.825,22	65.000.000,00	31.346.069,86
1713	13/06/2015	03	29	10	16	23	27	113.128.519,00	2	MARINGÁ	PR	31.598.692,07	388	17.070,00	21476	440,56	NÃO	0,00	3.000.000,00	33.089.006,85
RIO DE JANEIRO	RJ
1714	17/06/2015	51	02	24	52	36	08	31.632.681,50	0	 	 	0,00	106	17.471,23	5421	488,03	SIM	28.004.271,91	33.000.000,00	33.576.362,05
1715	20/06/2015	20	16	35	40	60	53	53.936.666,00	0	 	 	0,00	58	54.443,91	4649	970,33	SIM	33.821.173,57	40.000.000,00	34.407.348,01
1716	24/06/2015	25	36	02	53	42	41	64.542.467,50	1	SÃO PAULO	SP	40.781.877,95	62	60.946,26	5896	915,55	NÃO	0,00	3.000.000,00	35.401.734,37
1717	27/06/2015	09	58	16	44	02	37	30.559.854,50	0	 	 	0,00	122	14.665,09	4934	518,02	SIM	3.295.785,25	6.800.000,00	35.872.560,83
1718	01/07/2015	30	53	04	31	47	32	34.530.772,50	0	 	 	0,00	49	41.257,55	3197	903,35	SIM	7.019.821,66	11.500.000,00	36.404.566,04
1719	04/07/2015	44	22	31	54	34	01	44.572.668,00	0	 	 	0,00	45	57.989,50	3009	1.238,91	SIM	27.292.500,36	33.000.000,00	37.091.283,72
1720	07/07/2015	49	39	18	31	57	23	35.765.586,50	0	 	 	0,00	47	44.551,33	3410	877,21	SIM	31.149.707,61	35.000.000,00	37.642.313,34
1721	09/07/2015	12	33	04	38	36	19	48.722.999,50	1	ITAPEVI	SP	36.404.331,56	188	15.172,92	9668	421,49	NÃO	0,00	3.000.000,00	38.392.973,91
1722	11/07/2015	41	39	09	49	23	58	29.760.640,00	0	 	 	0,00	33	52.798,49	2640	942,83	SIM	3.209.592,45	7.000.000,00	38.851.487,13
1723	15/07/2015	27	60	30	14	46	52	35.168.280,00	0	 	 	0,00	54	38.128,57	3169	928,16	SIM	7.002.382,06	11.000.000,00	39.393.314,24
1724	18/07/2015	27	39	37	58	60	33	43.592.832,50	0	 	 	0,00	53	48.154,01	4281	851,65	SIM	24.787.802,64	32.000.000,00	40.064.935,88
1725	22/07/2015	26	31	30	18	16	34	57.555.039,50	0	 	 	0,00	51	66.070,32	5054	952,45	SIM	30.994.934,63	37.500.000,00	40.951.669,04
1726	25/07/2015	42	54	57	03	49	10	65.189.197,50	0	 	 	0,00	111	34.383,16	7581	719,19	SIM	38.025.386,82	46.000.000,00	41.956.019,37
